0.001862,0.998137
0.155539,0.844461
0.000375,0.999625
0.868463,0.131537
0.015679,0.984321
0.024896,0.975104
0.997799,0.002201
0.000047,0.999953
0.009018,0.990982
0.001520,0.998480
0.000233,0.999767
0.010203,0.989797
0.000523,0.999478
0.005881,0.994119
0.017082,0.982918
0.000205,0.999795
0.017865,0.982135
0.999964,0.000036
0.987258,0.012742
0.002214,0.997786
0.000169,0.999831
0.002631,0.997369
0.000233,0.999767
0.000186,0.999814
0.026043,0.973957
0.001138,0.998862
0.002216,0.997784
0.000785,0.999215
0.001106,0.998894
0.000088,0.999912
0.000078,0.999922
0.000116,0.999884
0.000107,0.999893
0.000255,0.999745
0.027359,0.972641
0.002339,0.997661
0.000609,0.999391
0.000764,0.999236
0.994802,0.005198
0.000602,0.999398
0.011901,0.988099
0.005968,0.994032
0.000130,0.999870
0.000210,0.999790
0.000136,0.999864
0.996337,0.003663
0.000955,0.999045
0.001569,0.998431
0.000415,0.999585
0.000379,0.999621
0.162930,0.837070
0.000462,0.999538
0.000775,0.999225
0.000048,0.999952
0.000284,0.999716
0.000622,0.999378
0.003335,0.996665
0.001107,0.998893
0.008251,0.991749
0.016531,0.983469
0.003228,0.996772
0.714798,0.285202
0.036592,0.963409
0.002977,0.997023
0.000086,0.999914
0.000053,0.999947
0.000061,0.999939
0.005852,0.994148
0.000356,0.999644
0.000199,0.999801
0.026173,0.973827
0.003890,0.996110
0.049917,0.950083
0.975391,0.024609
0.000228,0.999772
0.000425,0.999575
0.999151,0.000849
0.000150,0.999850
0.418021,0.581979
0.002615,0.997384
0.981989,0.018011
0.000332,0.999668
0.012483,0.987517
0.511825,0.488175
0.001314,0.998686
0.156077,0.843924
0.001560,0.998440
0.000177,0.999823
0.003202,0.996798
0.000328,0.999673
0.000040,0.999960
0.036960,0.963040
0.000227,0.999773
0.002734,0.997266
0.012404,0.987596
0.020047,0.979953
0.003673,0.996327
0.000471,0.999529
0.050957,0.949043
0.997506,0.002494
0.001118,0.998882
0.829770,0.170230
0.000193,0.999807
0.000116,0.999884
0.001249,0.998751
0.002150,0.997850
0.513619,0.486381
0.000530,0.999470
0.486355,0.513644
0.000928,0.999071
0.237252,0.762748
0.588507,0.411493
0.005109,0.994891
0.000173,0.999827
0.000433,0.999567
0.000275,0.999725
0.007809,0.992191
0.000074,0.999926
0.000201,0.999799
0.000181,0.999819
0.999976,0.000024
0.006391,0.993608
0.000275,0.999725
0.930387,0.069613
0.046203,0.953797
0.000037,0.999963
0.028943,0.971057
0.990893,0.009107
0.001200,0.998800
0.000226,0.999774
0.000065,0.999935
0.006152,0.993848
0.037746,0.962254
0.000064,0.999936
0.102225,0.897775
0.024843,0.975157
0.020058,0.979942
0.000621,0.999379
0.006652,0.993347
1.000000,0.000000
0.000041,0.999959
0.954726,0.045274
0.007193,0.992807
0.002151,0.997849
0.000837,0.999163
0.001163,0.998837
0.000208,0.999792
0.002250,0.997750
0.004484,0.995516
0.000431,0.999569
0.000334,0.999666
0.000088,0.999912
0.994734,0.005266
0.000383,0.999617
0.022655,0.977345
0.013995,0.986005
0.005589,0.994411
0.047910,0.952089
0.027037,0.972963
0.001262,0.998738
0.049572,0.950428
0.083031,0.916969
0.001479,0.998521
0.000051,0.999949
0.002237,0.997763
0.036976,0.963024
0.060607,0.939393
0.003221,0.996779
0.006354,0.993646
0.023611,0.976389
0.001424,0.998576
0.000299,0.999701
0.000427,0.999573
0.000567,0.999433
0.003467,0.996533
0.185589,0.814411
0.000185,0.999815
0.000545,0.999455
0.001665,0.998335
0.024612,0.975388
0.000304,0.999696
0.058575,0.941425
0.000169,0.999830
0.003479,0.996521
0.000188,0.999812
0.075968,0.924032
0.320949,0.679051
0.601404,0.398596
0.000116,0.999884
0.000144,0.999856
0.055788,0.944212
0.000195,0.999805
0.000640,0.999360
0.766306,0.233694
0.972681,0.027319
0.000241,0.999759
0.000182,0.999818
0.016267,0.983733
